Transaction_ID,Transaction_Amount,Timestamp,Location,Transaction_Type,Is_Fraudulent,Transaction_Frequency,Average_Transaction_Amount,Time_Since_Last_Transaction,Deviation_From_Avg
TID00614,409.71,2023-01-26 13:00:00,City_D,Purchase,0,37,1096.24,29,-686.53
TID00615,4368.02,2023-01-26 14:00:00,City_B,Withdrawal,0,26,934.04,94,3433.98
TID00616,4604.44,2023-01-26 15:00:00,City_C,Withdrawal,0,6,1784.71,98,2819.73
TID00617,306.33,2023-01-26 16:00:00,City_B,Withdrawal,0,34,1407.9,89,-1101.57
TID00618,1385.11,2023-01-26 17:00:00,City_A,Withdrawal,0,32,1802.38,81,-417.27
TID00619,4031.2,2023-01-26 18:00:00,City_A,Transfer,0,25,1432.82,59,2598.38
TID00620,3741.55,2023-01-26 19:00:00,City_C,Withdrawal,0,13,1943.43,24,1798.12
TID00621,923.42,2023-01-26 20:00:00,City_B,Withdrawal,0,38,1289.69,38,-366.27
TID00622,1047.54,2023-01-26 21:00:00,City_C,Withdrawal,1,38,1928.92,28,-881.38
TID00623,1852.99,2023-01-26 22:00:00,City_A,Purchase,0,2,358.43,97,1494.56
TID00624,2423.13,2023-01-26 23:00:00,City_D,Withdrawal,0,5,152.33,62,2270.8
TID00625,3091.66,2023-01-27 00:00:00,City_C,Purchase,0,11,1179.29,51,1912.37
TID00626,1845.2,2023-01-27 01:00:00,City_D,Purchase,1,11,1967.81,7,-122.61
TID00627,2313.21,2023-01-27 02:00:00,City_D,Purchase,0,24,864.33,23,1448.88
TID00628,3737.61,2023-01-27 03:00:00,City_B,Purchase,0,14,463.48,46,3274.13
TID00629,184.38,2023-01-27 04:00:00,City_C,Transfer,0,45,1067.01,90,-882.63
TID00630,1262.93,2023-01-27 05:00:00,City_D,Withdrawal,0,30,1315.16,78,-52.23
TID00631,3567.03,2023-01-27 06:00:00,City_D,Purchase,1,40,664.6,28,2902.43
TID00632,4476.14,2023-01-27 07:00:00,City_B,Withdrawal,0,47,1443.8,24,3032.34
TID00633,2558.88,2023-01-27 08:00:00,City_B,Purchase,0,44,1951.47,7,607.41
TID00634,2661.04,2023-01-27 09:00:00,City_A,Transfer,0,35,1799.08,79,861.96
TID00635,536.75,2023-01-27 10:00:00,City_D,Purchase,0,21,618.59,49,-81.84
TID00636,2237.61,2023-01-27 11:00:00,City_A,Withdrawal,0,5,687.11,3,1550.5
TID00637,2663.55,2023-01-27 12:00:00,City_D,Withdrawal,0,38,774.51,2,1889.04
TID00638,1213.11,2023-01-27 13:00:00,City_A,Transfer,0,2,819.38,7,393.73
TID00639,1346.95,2023-01-27 14:00:00,City_B,Withdrawal,0,40,245.62,80,1101.33
TID00640,1887.04,2023-01-27 15:00:00,City_C,Withdrawal,0,37,1535.83,21,351.21
TID00641,101.34,2023-01-27 16:00:00,City_B,Purchase,0,49,762.41,9,-661.07
TID00642,1611.07,2023-01-27 17:00:00,City_A,Withdrawal,0,34,1765.65,12,-154.58
TID00643,1058.03,2023-01-27 18:00:00,City_A,Purchase,0,11,1857.53,93,-799.5
TID00644,1638.16,2023-01-27 19:00:00,City_C,Transfer,0,36,97.64,24,1540.52
TID00645,599.69,2023-01-27 20:00:00,City_D,Withdrawal,0,11,1977.58,33,-1377.89
TID00646,4452.75,2023-01-27 21:00:00,City_A,Purchase,0,9,1434.54,78,3018.21
TID00647,2968.37,2023-01-27 22:00:00,City_A,Withdrawal,0,6,1064.76,43,1903.61
TID00648,3395.83,2023-01-27 23:00:00,City_A,Purchase,0,34,809.58,82,2586.25
TID00649,3946.07,2023-01-28 00:00:00,City_C,Transfer,0,47,1061.11,5,2884.96
TID00650,2492.71,2023-01-28 01:00:00,City_B,Purchase,0,37,683.02,79,1809.69
TID00651,435.51,2023-01-28 02:00:00,City_A,Withdrawal,0,32,1264.24,71,-828.73
TID00652,2686.0,2023-01-28 03:00:00,City_C,Purchase,0,12,231.31,89,2454.69
TID00653,2934.62,2023-01-28 04:00:00,City_A,Withdrawal,0,45,1261.19,14,1673.43
TID00654,3727.45,2023-01-28 05:00:00,City_D,Transfer,0,32,586.92,36,3140.53
TID00655,2158.87,2023-01-28 06:00:00,City_C,Purchase,0,17,84.39,35,2074.48
TID00656,638.77,2023-01-28 07:00:00,City_A,Withdrawal,0,4,1127.78,50,-489.01
TID00657,1419.6,2023-01-28 08:00:00,City_C,Withdrawal,0,42,1177.97,88,241.63
TID00658,1816.05,2023-01-28 09:00:00,City_A,Withdrawal,0,33,881.81,79,934.24
TID00659,3229.94,2023-01-28 10:00:00,City_B,Purchase,1,43,190.96,11,3038.98
TID00660,2854.32,2023-01-28 11:00:00,City_A,Purchase,0,48,1792.02,24,1062.3
TID00661,1781.13,2023-01-28 12:00:00,City_C,Purchase,0,43,1242.29,75,538.84
TID00662,4932.59,2023-01-28 13:00:00,City_D,Transfer,0,9,275.64,44,4656.95
TID00663,3029.27,2023-01-28 14:00:00,City_D,Withdrawal,0,34,1046.31,51,1982.96
TID00664,1186.9,2023-01-28 15:00:00,City_D,Withdrawal,0,39,1019.65,17,167.25
TID00665,509.81,2023-01-28 16:00:00,City_A,Transfer,0,30,167.78,70,342.03
TID00666,765.14,2023-01-28 17:00:00,City_B,Transfer,0,20,1233.38,85,-468.24
TID00667,1230.54,2023-01-28 18:00:00,City_A,Purchase,0,39,1626.24,8,-395.7
TID00668,804.25,2023-01-28 19:00:00,City_D,Purchase,0,23,1510.57,79,-706.32
TID00669,933.65,2023-01-28 20:00:00,City_C,Purchase,0,41,445.79,96,487.86
TID00670,1426.19,2023-01-28 21:00:00,City_D,Purchase,0,44,1731.47,74,-305.28
TID00671,867.69,2023-01-28 22:00:00,City_C,Purchase,0,35,717.96,28,149.73
TID00672,4483.93,2023-01-28 23:00:00,City_B,Purchase,0,23,1895.69,79,2588.24
TID00673,402.09,2023-01-29 00:00:00,City_C,Transfer,0,48,189.91,12,212.18
TID00674,2623.03,2023-01-29 01:00:00,City_A,Transfer,0,39,998.11,43,1624.92
TID00675,2052.57,2023-01-29 02:00:00,City_A,Transfer,0,23,1214.39,82,838.18
TID00676,4911.91,2023-01-29 03:00:00,City_A,Withdrawal,0,37,532.92,37,4378.99
TID00677,561.08,2023-01-29 04:00:00,City_C,Withdrawal,0,23,1554.19,88,-993.11
TID00678,1989.88,2023-01-29 05:00:00,City_A,Purchase,0,39,1272.45,63,717.43
TID00679,4847.38,2023-01-29 06:00:00,City_A,Transfer,0,28,85.31,93,4762.07
TID00680,4327.67,2023-01-29 07:00:00,City_A,Withdrawal,0,19,1236.32,63,3091.35
TID00681,4085.54,2023-01-29 08:00:00,City_B,Withdrawal,0,49,1008.38,10,3077.16
TID00682,1290.26,2023-01-29 09:00:00,City_C,Transfer,0,48,432.26,78,858.0
TID00683,855.27,2023-01-29 10:00:00,City_C,Withdrawal,0,30,1991.71,80,-1136.44
TID00684,3343.55,2023-01-29 11:00:00,City_D,Withdrawal,0,21,1799.47,37,1544.08
TID00685,4646.95,2023-01-29 12:00:00,City_C,Transfer,0,24,620.39,11,4026.56
TID00686,2784.26,2023-01-29 13:00:00,City_B,Withdrawal,0,21,1105.09,90,1679.17
TID00687,2858.49,2023-01-29 14:00:00,City_C,Transfer,0,26,667.18,19,2191.31
TID00688,1400.62,2023-01-29 15:00:00,City_B,Withdrawal,0,36,1562.22,52,-161.6
TID00689,3847.7,2023-01-29 16:00:00,City_B,Transfer,0,26,1864.15,18,1983.55
TID00690,936.03,2023-01-29 17:00:00,City_C,Withdrawal,0,33,749.72,94,186.31
TID00691,1619.07,2023-01-29 18:00:00,City_D,Withdrawal,0,36,1620.89,32,-1.82
TID00692,2127.76,2023-01-29 19:00:00,City_A,Transfer,0,4,1021.89,23,1105.87
TID00693,2538.54,2023-01-29 20:00:00,City_A,Withdrawal,0,9,823.33,12,1715.21
TID00694,1212.81,2023-01-29 21:00:00,City_C,Transfer,0,8,1879.92,58,-667.11
TID00695,575.07,2023-01-29 22:00:00,City_C,Transfer,0,2,1045.29,77,-470.22
TID00696,3053.49,2023-01-29 23:00:00,City_B,Withdrawal,0,29,961.45,21,2092.04
TID00697,1443.86,2023-01-30 00:00:00,City_C,Purchase,0,23,1361.25,21,82.61
TID00698,2906.61,2023-01-30 01:00:00,City_B,Withdrawal,0,6,559.41,93,2347.2
TID00699,772.66,2023-01-30 02:00:00,City_D,Purchase,0,43,683.35,93,89.31
TID00700,2406.22,2023-01-30 03:00:00,City_C,Purchase,0,36,1867.49,91,538.73
TID00701,2663.41,2023-01-30 04:00:00,City_A,Withdrawal,0,46,1373.13,29,1290.28
TID00702,260.07,2023-01-30 05:00:00,City_A,Purchase,0,21,1661.94,79,-1401.87
TID00703,1683.68,2023-01-30 06:00:00,City_C,Transfer,0,22,578.67,47,1105.01
TID00704,672.94,2023-01-30 07:00:00,City_B,Transfer,0,9,1110.39,12,-437.45
TID00705,317.81,2023-01-30 08:00:00,City_A,Purchase,0,34,1944.22,58,-1626.41
TID00706,4949.81,2023-01-30 09:00:00,City_B,Transfer,0,26,671.47,41,4278.34
TID00707,1612.45,2023-01-30 10:00:00,City_C,Withdrawal,0,1,362.93,19,1249.52
TID00708,4049.56,2023-01-30 11:00:00,City_C,Transfer,0,36,1046.23,12,3003.33
TID00709,1273.95,2023-01-30 12:00:00,City_A,Purchase,0,44,806.25,23,467.7
TID00710,3407.83,2023-01-30 13:00:00,City_C,Withdrawal,0,5,361.18,5,3046.65
TID00711,3801.38,2023-01-30 14:00:00,City_D,Transfer,0,41,1782.68,26,2018.7
TID00712,2978.6,2023-01-30 15:00:00,City_D,Withdrawal,0,22,1981.91,63,996.69
TID00713,2358.41,2023-01-30 16:00:00,City_A,Purchase,0,4,1158.74,52,1199.67
TID00714,2059.79,2023-01-30 17:00:00,City_D,Transfer,0,48,1560.62,10,499.17
TID00715,1744.99,2023-01-30 18:00:00,City_B,Withdrawal,0,2,1725.12,86,19.87
TID00716,4647.72,2023-01-30 19:00:00,City_A,Withdrawal,0,16,1416.91,39,3230.81
TID00717,4153.27,2023-01-30 20:00:00,City_A,Transfer,0,16,136.1,23,4017.17
TID00718,4825.17,2023-01-30 21:00:00,City_B,Withdrawal,0,22,357.39,11,4467.78
TID00719,622.36,2023-01-30 22:00:00,City_D,Withdrawal,0,43,188.43,92,433.93
TID00720,3654.61,2023-01-30 23:00:00,City_D,Purchase,0,1,69.27,95,3585.34
TID00721,4691.76,2023-01-31 00:00:00,City_D,Purchase,1,15,646.69,72,4045.07
TID00722,906.98,2023-01-31 01:00:00,City_A,Purchase,0,24,815.09,48,91.89
TID00723,333.41,2023-01-31 02:00:00,City_A,Purchase,0,4,520.01,92,-186.6
TID00724,3705.86,2023-01-31 03:00:00,City_D,Purchase,0,18,175.98,16,3529.88
TID00725,2872.79,2023-01-31 04:00:00,City_C,Purchase,0,17,1083.23,46,1789.56
TID00726,4209.3,2023-01-31 05:00:00,City_D,Transfer,0,7,582.97,47,3626.33
TID00727,699.72,2023-01-31 06:00:00,City_B,Purchase,0,45,1602.27,95,-902.55
TID00728,3976.54,2023-01-31 07:00:00,City_A,Withdrawal,0,10,65.7,48,3910.84
TID00729,1008.93,2023-01-31 08:00:00,City_B,Transfer,0,1,1692.93,80,-684.0
TID00730,819.12,2023-01-31 09:00:00,City_B,Withdrawal,0,2,1911.77,69,-1092.65
TID00731,822.16,2023-01-31 10:00:00,City_A,Purchase,0,49,1446.46,99,-624.3
TID00732,4073.06,2023-01-31 11:00:00,City_C,Purchase,0,22,1480.61,25,2592.45
TID00733,3326.32,2023-01-31 12:00:00,City_D,Withdrawal,0,32,1870.45,77,1455.87
TID00734,2615.8,2023-01-31 13:00:00,City_B,Withdrawal,0,29,457.69,93,2158.11
TID00735,1794.79,2023-01-31 14:00:00,City_A,Withdrawal,0,35,1989.4,91,-194.61
TID00736,4386.13,2023-01-31 15:00:00,City_B,Transfer,0,17,1558.29,81,2827.84
TID00737,1962.83,2023-01-31 16:00:00,City_D,Purchase,0,12,1466.81,37,496.02
TID00738,4083.18,2023-01-31 17:00:00,City_C,Withdrawal,0,24,754.13,63,3329.05
TID00739,2196.24,2023-01-31 18:00:00,City_C,Purchase,0,30,1114.27,29,1081.97
TID00740,1885.35,2023-01-31 19:00:00,City_C,Withdrawal,0,44,1325.14,58,560.21
TID00741,2313.94,2023-01-31 20:00:00,City_A,Purchase,0,30,1259.67,98,1054.27
TID00742,1507.59,2023-01-31 21:00:00,City_A,Transfer,0,20,1424.72,94,82.87
TID00743,3738.3,2023-01-31 22:00:00,City_C,Purchase,0,42,210.64,31,3527.66
TID00744,2514.1,2023-01-31 23:00:00,City_D,Withdrawal,0,7,743.51,86,1770.59
TID00745,1161.83,2023-02-01 00:00:00,City_D,Purchase,0,42,896.3,89,265.53
TID00746,4497.97,2023-02-01 01:00:00,City_A,Transfer,0,38,558.23,68,3939.74
TID00747,1920.07,2023-02-01 02:00:00,City_C,Transfer,0,7,386.62,99,1533.45
TID00748,2718.22,2023-02-01 03:00:00,City_D,Purchase,0,49,320.91,41,2397.31
TID00749,4532.45,2023-02-01 04:00:00,City_D,Withdrawal,0,30,764.45,50,3768.0
TID00750,3121.57,2023-02-01 05:00:00,City_D,Transfer,0,12,1012.21,44,2109.36
TID00751,585.37,2023-02-01 06:00:00,City_A,Transfer,0,49,172.8,9,412.57
TID00752,4699.22,2023-02-01 07:00:00,City_C,Purchase,0,31,1895.59,59,2803.63
TID00753,3138.91,2023-02-01 08:00:00,City_B,Transfer,0,18,1542.22,90,1596.69
TID00754,1675.19,2023-02-01 09:00:00,City_C,Transfer,0,46,1475.16,91,200.03
TID00755,697.22,2023-02-01 10:00:00,City_C,Withdrawal,0,43,387.08,27,310.14
TID00756,3970.33,2023-02-01 11:00:00,City_A,Withdrawal,0,2,1227.41,82,2742.92
TID00757,3100.74,2023-02-01 12:00:00,City_D,Withdrawal,0,33,1082.96,94,2017.78
TID00758,2667.77,2023-02-01 13:00:00,City_D,Purchase,0,11,1965.81,59,701.96
TID00759,4469.57,2023-02-01 14:00:00,City_A,Transfer,0,34,1507.96,95,2961.61
TID00760,3943.2,2023-02-01 15:00:00,City_A,Purchase,0,16,1172.74,3,2770.46
TID00761,759.22,2023-02-01 16:00:00,City_A,Transfer,0,35,1709.08,93,-949.86
TID00762,1559.3,2023-02-01 17:00:00,City_A,Transfer,0,33,352.43,7,1206.87
TID00763,1243.2,2023-02-01 18:00:00,City_A,Transfer,0,21,79.67,82,1163.53
TID00764,3719.99,2023-02-01 19:00:00,City_B,Withdrawal,0,20,1395.96,16,2324.03
TID00765,168.63,2023-02-01 20:00:00,City_C,Purchase,0,8,241.71,49,-73.08
TID00766,2849.88,2023-02-01 21:00:00,City_C,Purchase,0,26,275.1,32,2574.78
TID00767,3812.53,2023-02-01 22:00:00,City_C,Transfer,0,33,1502.13,89,2310.4
TID00768,4383.95,2023-02-01 23:00:00,City_D,Purchase,0,26,577.54,44,3806.41
TID00769,1711.07,2023-02-02 00:00:00,City_B,Withdrawal,0,37,1275.83,96,435.24
TID00770,4106.47,2023-02-02 01:00:00,City_C,Purchase,0,30,1838.94,19,2267.53
TID00771,554.05,2023-02-02 02:00:00,City_D,Transfer,0,31,667.13,3,-113.08
TID00772,4232.42,2023-02-02 03:00:00,City_B,Withdrawal,0,33,473.43,60,3758.99
TID00773,638.32,2023-02-02 04:00:00,City_B,Withdrawal,0,11,257.8,35,380.52
TID00774,1987.04,2023-02-02 05:00:00,City_D,Transfer,0,41,304.4,29,1682.64
TID00775,3986.68,2023-02-02 06:00:00,City_B,Purchase,0,5,171.33,75,3815.35
TID00776,750.44,2023-02-02 07:00:00,City_D,Transfer,0,2,220.9,70,529.54
TID00777,1147.03,2023-02-02 08:00:00,City_C,Purchase,0,13,892.41,83,254.62
TID00778,3611.54,2023-02-02 09:00:00,City_D,Purchase,0,18,675.69,45,2935.85
TID00779,3600.46,2023-02-02 10:00:00,City_B,Withdrawal,0,26,1427.79,27,2172.67
TID00780,3206.1,2023-02-02 11:00:00,City_C,Transfer,0,25,1746.97,69,1459.13
TID00781,3470.05,2023-02-02 12:00:00,City_C,Withdrawal,0,44,1580.31,90,1889.74
TID00782,2714.08,2023-02-02 13:00:00,City_A,Transfer,0,14,1084.74,35,1629.34
TID00783,1259.74,2023-02-02 14:00:00,City_A,Transfer,1,5,249.76,19,1009.98
TID00784,1729.13,2023-02-02 15:00:00,City_B,Withdrawal,0,42,1434.05,17,295.08
TID00785,908.81,2023-02-02 16:00:00,City_D,Transfer,0,2,757.52,35,151.29
TID00786,4542.34,2023-02-02 17:00:00,City_D,Transfer,0,4,217.02,77,4325.32
TID00787,2917.38,2023-02-02 18:00:00,City_B,Purchase,0,12,1692.81,78,1224.57
TID00788,2004.86,2023-02-02 19:00:00,City_C,Transfer,0,11,709.52,30,1295.34
TID00789,2310.57,2023-02-02 20:00:00,City_B,Transfer,0,4,475.59,48,1834.98
TID00790,4736.47,2023-02-02 21:00:00,City_B,Withdrawal,0,43,1749.33,57,2987.14
TID00791,767.6,2023-02-02 22:00:00,City_C,Withdrawal,0,9,1809.16,17,-1041.56
TID00792,2931.56,2023-02-02 23:00:00,City_D,Transfer,0,10,710.99,15,2220.57
TID00793,2529.94,2023-02-03 00:00:00,City_B,Purchase,0,27,741.86,82,1788.08
TID00794,3057.66,2023-02-03 01:00:00,City_D,Purchase,0,6,1180.28,14,1877.38
TID00795,91.53,2023-02-03 02:00:00,City_B,Withdrawal,0,15,1480.21,14,-1388.68
TID00796,4360.75,2023-02-03 03:00:00,City_C,Transfer,0,42,173.14,45,4187.61
TID00797,4660.66,2023-02-03 04:00:00,City_C,Transfer,0,31,1207.02,97,3453.64
TID00798,2826.1,2023-02-03 05:00:00,City_A,Purchase,1,22,1908.0,38,918.1
TID00799,3483.56,2023-02-03 06:00:00,City_C,Purchase,0,6,561.08,63,2922.48
TID00800,4612.57,2023-02-03 07:00:00,City_A,Purchase,0,33,1822.21,75,2790.36
TID00801,3536.49,2023-02-03 08:00:00,City_B,Withdrawal,0,29,1902.83,11,1633.66
TID00802,763.54,2023-02-03 09:00:00,City_D,Transfer,0,21,574.85,48,188.69
TID00803,2881.87,2023-02-03 10:00:00,City_C,Withdrawal,1,30,1520.69,26,1361.18
TID00804,3033.97,2023-02-03 11:00:00,City_C,Transfer,0,21,515.61,67,2518.36
TID00805,2121.23,2023-02-03 12:00:00,City_C,Withdrawal,0,36,1488.34,25,632.89
TID00806,3682.48,2023-02-03 13:00:00,City_B,Transfer,0,22,1604.97,81,2077.51
TID00807,4671.9,2023-02-03 14:00:00,City_A,Purchase,0,46,532.05,61,4139.85
TID00808,4627.92,2023-02-03 15:00:00,City_B,Purchase,0,20,1445.95,86,3181.97
TID00809,2254.75,2023-02-03 16:00:00,City_D,Purchase,0,22,1633.6,93,621.15
TID00810,567.08,2023-02-03 17:00:00,City_B,Withdrawal,0,40,749.23,26,-182.15
TID00811,4924.22,2023-02-03 18:00:00,City_D,Purchase,0,11,377.02,34,4547.2
TID00812,4194.65,2023-02-03 19:00:00,City_C,Transfer,0,47,229.33,90,3965.32
TID00813,624.19,2023-02-03 20:00:00,City_D,Withdrawal,0,31,1171.99,9,-547.8
TID00814,4604.29,2023-02-03 21:00:00,City_D,Transfer,0,40,1957.29,40,2647.0
TID00815,4349.61,2023-02-03 22:00:00,City_A,Withdrawal,0,13,1654.75,75,2694.86
TID00816,2594.67,2023-02-03 23:00:00,City_D,Transfer,0,18,899.89,7,1694.78
TID00817,2956.79,2023-02-04 00:00:00,City_D,Transfer,0,22,1096.41,30,1860.38
TID00818,1995.61,2023-02-04 01:00:00,City_B,Withdrawal,0,17,595.08,66,1400.53
TID00819,274.75,2023-02-04 02:00:00,City_C,Withdrawal,0,38,367.98,30,-93.23
TID00820,1676.65,2023-02-04 03:00:00,City_B,Purchase,0,25,990.06,68,686.59
TID00821,4014.46,2023-02-04 04:00:00,City_B,Purchase,0,32,953.83,58,3060.63
TID00822,24.16,2023-02-04 05:00:00,City_C,Transfer,0,15,1067.76,55,-1043.6
TID00823,1668.16,2023-02-04 06:00:00,City_C,Transfer,0,13,1907.97,14,-239.81
TID00824,1991.45,2023-02-04 07:00:00,City_D,Transfer,0,26,1227.6,77,763.85
TID00825,2687.44,2023-02-04 08:00:00,City_D,Withdrawal,0,11,1231.26,89,1456.18
TID00826,4599.36,2023-02-04 09:00:00,City_A,Withdrawal,0,13,299.65,77,4299.71
TID00827,1732.38,2023-02-04 10:00:00,City_B,Purchase,0,33,1993.15,77,-260.77
TID00828,1735.42,2023-02-04 11:00:00,City_C,Transfer,0,37,1557.05,37,178.37
TID00829,3687.77,2023-02-04 12:00:00,City_D,Purchase,1,38,1760.55,44,1927.22
TID00830,2261.64,2023-02-04 13:00:00,City_C,Withdrawal,0,1,857.89,6,1403.75
TID00831,1123.8,2023-02-04 14:00:00,City_D,Withdrawal,0,39,1029.15,26,94.65
TID00832,2262.75,2023-02-04 15:00:00,City_A,Withdrawal,1,27,1068.06,14,1194.69
TID00833,705.14,2023-02-04 16:00:00,City_A,Purchase,0,36,428.48,8,276.66
TID00834,882.76,2023-02-04 17:00:00,City_C,Withdrawal,0,32,1394.5,24,-511.74
TID00835,2492.34,2023-02-04 18:00:00,City_A,Transfer,0,41,1810.8,86,681.54
TID00836,2095.21,2023-02-04 19:00:00,City_C,Purchase,0,15,369.23,39,1725.98
TID00837,4574.31,2023-02-04 20:00:00,City_D,Withdrawal,0,31,218.32,49,4355.99
TID00838,1812.61,2023-02-04 21:00:00,City_B,Purchase,0,6,1489.53,85,323.08
TID00839,2903.36,2023-02-04 22:00:00,City_A,Purchase,0,25,582.74,63,2320.62
TID00840,3161.69,2023-02-04 23:00:00,City_D,Withdrawal,0,49,1266.53,26,1895.16
TID00841,66.46,2023-02-05 00:00:00,City_B,Withdrawal,0,18,1406.73,10,-1340.27
TID00842,3318.02,2023-02-05 01:00:00,City_B,Purchase,0,22,677.73,77,2640.29
TID00843,891.0,2023-02-05 02:00:00,City_B,Purchase,0,31,1639.53,58,-748.53
TID00844,4805.39,2023-02-05 03:00:00,City_D,Withdrawal,0,36,1122.48,14,3682.91
TID00845,744.16,2023-02-05 04:00:00,City_D,Transfer,0,9,1744.55,73,-1000.39
TID00846,2073.71,2023-02-05 05:00:00,City_C,Purchase,0,46,1538.42,71,535.29
TID00847,427.66,2023-02-05 06:00:00,City_B,Purchase,0,3,1743.72,39,-1316.06
TID00848,4984.37,2023-02-05 07:00:00,City_B,Transfer,0,33,89.31,31,4895.06
TID00849,2511.47,2023-02-05 08:00:00,City_B,Withdrawal,0,27,524.84,50,1986.63
TID00850,2977.33,2023-02-05 09:00:00,City_C,Withdrawal,0,43,225.52,16,2751.81
TID00851,336.32,2023-02-05 10:00:00,City_B,Transfer,0,1,912.06,72,-575.74
TID00852,3750.05,2023-02-05 11:00:00,City_D,Withdrawal,0,44,1785.42,51,1964.63
TID00853,1050.32,2023-02-05 12:00:00,City_B,Withdrawal,0,9,961.7,15,88.62
TID00854,4490.37,2023-02-05 13:00:00,City_A,Purchase,0,5,1706.94,89,2783.43
TID00855,1026.49,2023-02-05 14:00:00,City_D,Purchase,1,15,688.0,38,338.49
TID00856,954.25,2023-02-05 15:00:00,City_C,Purchase,0,9,712.16,79,242.09
TID00857,183.71,2023-02-05 16:00:00,City_B,Transfer,0,45,1796.35,89,-1612.64
TID00858,2360.86,2023-02-05 17:00:00,City_A,Withdrawal,0,28,880.34,71,1480.52
TID00859,2824.64,2023-02-05 18:00:00,City_C,Withdrawal,0,13,1590.04,90,1234.6
TID00860,329.48,2023-02-05 19:00:00,City_C,Purchase,0,24,511.45,72,-181.97
TID00861,3877.86,2023-02-05 20:00:00,City_D,Purchase,0,45,1900.16,82,1977.7
TID00862,2266.99,2023-02-05 21:00:00,City_C,Transfer,0,10,1170.43,21,1096.56
TID00863,2622.43,2023-02-05 22:00:00,City_C,Withdrawal,0,42,1530.68,16,1091.75
TID00864,2204.37,2023-02-05 23:00:00,City_C,Transfer,0,22,224.56,67,1979.81
TID00865,2004.41,2023-02-06 00:00:00,City_C,Withdrawal,0,39,1010.7,65,993.71
TID00866,2798.64,2023-02-06 01:00:00,City_B,Transfer,0,22,1807.03,13,991.61
TID00867,777.05,2023-02-06 02:00:00,City_B,Purchase,0,37,1760.23,64,-983.18
TID00868,910.46,2023-02-06 03:00:00,City_B,Transfer,0,39,141.29,61,769.17
TID00869,4309.07,2023-02-06 04:00:00,City_B,Transfer,0,20,642.21,32,3666.86
TID00870,4730.63,2023-02-06 05:00:00,City_A,Purchase,0,10,914.47,12,3816.16
TID00871,1867.17,2023-02-06 06:00:00,City_B,Withdrawal,0,10,385.92,95,1481.25
TID00872,1354.45,2023-02-06 07:00:00,City_C,Withdrawal,0,26,1473.5,41,-119.05
TID00873,3220.35,2023-02-06 08:00:00,City_B,Purchase,0,25,409.8,66,2810.55
TID00874,2044.26,2023-02-06 09:00:00,City_B,Transfer,1,28,725.95,8,1318.31
TID00875,127.91,2023-02-06 10:00:00,City_D,Transfer,0,13,1343.4,59,-1215.49
TID00876,781.61,2023-02-06 11:00:00,City_C,Transfer,0,15,990.07,25,-208.46
TID00877,3580.15,2023-02-06 12:00:00,City_B,Withdrawal,0,6,1490.21,5,2089.94
TID00878,3294.96,2023-02-06 13:00:00,City_B,Transfer,0,12,1924.36,45,1370.6
TID00879,136.45,2023-02-06 14:00:00,City_B,Withdrawal,0,19,277.27,2,-140.82
TID00880,1110.64,2023-02-06 15:00:00,City_A,Transfer,0,32,1433.66,42,-323.02
TID00881,1156.14,2023-02-06 16:00:00,City_B,Purchase,0,11,499.17,38,656.97
TID00882,3359.79,2023-02-06 17:00:00,City_D,Purchase,0,38,858.23,3,2501.56
TID00883,99.53,2023-02-06 18:00:00,City_C,Withdrawal,0,33,114.08,46,-14.55
TID00884,521.44,2023-02-06 19:00:00,City_C,Withdrawal,0,2,315.02,22,206.42
TID00885,3999.78,2023-02-06 20:00:00,City_B,Purchase,0,15,673.57,33,3326.21
TID00886,893.54,2023-02-06 21:00:00,City_B,Purchase,0,36,716.87,32,176.67
TID00887,3264.08,2023-02-06 22:00:00,City_B,Transfer,0,5,1804.19,17,1459.89
TID00888,1191.68,2023-02-06 23:00:00,City_C,Purchase,0,15,1496.54,82,-304.86
TID00889,498.11,2023-02-07 00:00:00,City_C,Withdrawal,0,43,1945.76,56,-1447.65
TID00890,1216.62,2023-02-07 01:00:00,City_A,Purchase,0,10,1218.19,3,-1.57
TID00891,3611.61,2023-02-07 02:00:00,City_D,Withdrawal,0,17,521.34,70,3090.27
TID00892,4278.63,2023-02-07 03:00:00,City_A,Withdrawal,0,34,688.93,49,3589.7
TID00893,4151.27,2023-02-07 04:00:00,City_D,Transfer,0,24,673.68,55,3477.59
TID00894,1986.52,2023-02-07 05:00:00,City_A,Transfer,0,10,686.66,77,1299.86
TID00895,3340.76,2023-02-07 06:00:00,City_C,Transfer,0,30,1362.28,31,1978.48
TID00896,1025.72,2023-02-07 07:00:00,City_A,Transfer,0,3,1085.08,81,-59.36
TID00897,1466.45,2023-02-07 08:00:00,City_D,Purchase,0,37,801.58,21,664.87
TID00898,4481.78,2023-02-07 09:00:00,City_B,Transfer,0,3,340.73,16,4141.05
TID00899,66.0,2023-02-07 10:00:00,City_D,Purchase,1,40,93.17,17,-27.17
TID00900,428.46,2023-02-07 11:00:00,City_B,Transfer,0,5,476.73,96,-48.27
TID00901,1040.22,2023-02-07 12:00:00,City_C,Transfer,0,28,259.57,1,780.65
TID00902,133.63,2023-02-07 13:00:00,City_D,Withdrawal,1,44,1581.62,72,-1447.99
TID00903,908.0,2023-02-07 14:00:00,City_A,Purchase,0,14,269.37,65,638.63
